Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-04,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-05,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-06,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-07,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-10,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-11,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-12,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-13,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-14,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-17,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-18,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-19,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-20,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-21,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-24,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-25,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-26,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-27,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-28,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-01-31,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-01,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-02,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-03,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-04,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-07,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-08,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-09,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-10,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-11,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-14,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-15,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-16,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-17,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-18,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-21,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-22,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-23,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-24,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-25,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-28,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-02-29,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-01,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-02,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-03,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-06,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-07,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-08,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-09,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-10,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-13,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-14,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-15,43.5,43.5,43.5,43.5,16.114736557006836,0
2000-03-16,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,11495
2000-03-17,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-20,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-21,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-22,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-23,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-24,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-27,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-28,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-29,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-30,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-03-31,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-03,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-04,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-05,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-06,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-07,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-10,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-11,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-12,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,10.6690673828125,0
2000-04-13,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,37995
2000-04-14,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-17,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-18,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-19,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-20,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-21,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-24,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-25,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-26,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-27,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-04-28,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-01,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-02,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-03,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-04,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-05,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-08,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-09,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-10,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-11,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-12,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-15,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-16,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-17,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-18,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-19,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-22,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-23,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-24,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-25,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-26,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-29,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-30,25.999998092651367,25.999998092651367,25.999998092651367,25.999998092651367,9.631795883178711,0
2000-05-31,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,2400000
2000-06-01,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-02,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-05,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-06,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-07,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-08,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-09,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-12,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-13,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-14,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-15,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-16,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-19,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-20,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-21,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-22,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-23,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-26,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-27,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-28,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-29,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-06-30,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-03,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-04,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-05,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-06,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-07,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-10,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-11,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-12,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-13,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-14,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-17,25.149999618530273,25.149999618530273,25.149999618530273,25.149999618530273,9.31690788269043,0
2000-07-18,25.399999618530273,25.399999618530273,25.399999618530273,25.399999618530273,9.409524917602539,200000
2000-07-19,25.399999618530273,25.399999618530273,25.399999618530273,25.399999618530273,9.409524917602539,0
2000-07-20,25.399999618530273,25.399999618530273,25.399999618530273,25.399999618530273,9.409524917602539,0
2000-07-21,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,8.853843688964844,89995
2000-07-24,22.399999618530273,22.399999618530273,22.399999618530273,22.399999618530273,8.298163414001465,183185
2000-07-25,22.399999618530273,22.399999618530273,22.399999618530273,22.399999618530273,8.298163414001465,0
2000-07-26,22.399999618530273,22.399999618530273,22.399999618530273,22.399999618530273,8.298163414001465,0
2000-07-27,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,65995
2000-07-28,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-07-31,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-01,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-02,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-03,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-04,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-07,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-08,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-09,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-10,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-11,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-14,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-15,20.599998474121094,20.599998474121094,20.599998474121094,20.599998474121094,7.631344795227051,0
2000-08-16,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,1745
2000-08-17,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-18,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-21,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-22,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-23,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-24,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-25,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-28,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-29,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-30,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-08-31,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-01,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-04,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-05,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-06,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-07,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-08,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-11,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-12,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-13,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-14,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-15,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-18,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-19,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-20,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-21,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-22,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-25,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-26,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-27,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-28,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-09-29,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
2000-10-02,16.10999870300293,16.10999870300293,16.10999870300293,16.10999870300293,5.968008041381836,0
